PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Max Temperature
0.004,240,1200,0.004,0.0,0.04,0.0,533.481099
0.005,200,900,0.0035,0.0,0.04,0.0,558.431055
0.005,180,1000,0.0035,0.025,0.025,0.0025,795.282723
0.004,240,900,0.003,0.0,0.0,0.004,570.423436
0.003,240,900,0.004,0.05,0.025,0.0015,532.218017
0.003,240,1200,0.003,0.05,0.02,0.0015,1329.646403
0.004,180,1000,0.0035,0.05,0.025,0.0,816.580798
0.005,240,900,0.0035,0.0,0.025,0.0,574.050002
0.005,200,1200,0.0035,0.025,0.015,0.0025,829.894847
0.003,200,900,0.004,0.025,0.015,0.0015,708.476831
0.003,240,900,0.004,0.0,0.0,0.0015,521.103128
0.005,200,900,0.0035,0.05,0.0,0.0,558.123709
0.003,240,1200,0.004,0.05,0.025,0.0015,602.952984
0.005,240,1000,0.0035,0.0,0.025,0.0,594.227539
0.003,180,1000,0.003,0.0,0.04,0.0,1126.352591
0.005,240,1000,0.004,0.05,0.02,0.0025,569.274637
0.003,240,900,0.0035,0.05,0.02,0.003,836.03065
0.005,180,900,0.003,0.05,0.025,0.0,685.795105
0.004,180,1200,0.004,0.025,0.0,0.004,560.485879
0.004,200,1200,0.004,0.05,0.0,0.0,552.53734
0.005,200,900,0.0035,0.0,0.025,0.0,606.81049
0.004,200,1200,0.003,0.025,0.04,0.002,607.5852
0.003,200,900,0.004,0.0,0.02,0.0015,680.827981
0.005,180,1000,0.003,0.0,0.015,0.005,702.849132
0.005,180,1200,0.0035,0.05,0.025,0.0025,678.11177
0.003,200,900,0.004,0.05,0.015,0.0,494.978068
0.004,200,900,0.003,0.0,0.0,0.0,560.778874
0.004,240,900,0.003,0.05,0.025,0.0,666.079525
0.003,200,1200,0.004,0.025,0.0,0.0,551.837763
0.004,240,1000,0.0035,0.025,0.015,0.004,792.75311
0.005,200,900,0.004,0.025,0.0,0.005,555.609655
0.005,200,1200,0.003,0.025,0.0,0.0,632.332052
0.005,180,1000,0.004,0.05,0.04,0.0,553.587026
0.004,200,1000,0.0035,0.025,0.015,0.0,645.78393
0.004,200,900,0.0035,0.025,0.02,0.004,685.163916
0.005,180,900,0.004,0.05,0.0,0.0025,548.277755
0.004,240,1200,0.003,0.0,0.0,0.0,591.14495
0.003,200,900,0.0035,0.025,0.02,0.0,1459.874504
0.004,200,900,0.003,0.05,0.0,0.004,877.019562
0.005,240,1000,0.003,0.05,0.04,0.0,579.465534
0.005,200,1200,0.004,0.025,0.02,0.0025,1131.877534
0.003,180,1200,0.0035,0.0,0.02,0.0015,683.484904
0.003,240,1000,0.0035,0.025,0.015,0.0,706.412953
0.004,180,900,0.0035,0.025,0.025,0.002,694.521894
0.003,180,1200,0.003,0.0,0.0,0.0,519.991772
0.003,180,1200,0.0035,0.025,0.04,0.003,884.071049
0.003,200,1200,0.0035,0.05,0.02,0.0015,1031.932521
0.003,180,900,0.003,0.025,0.025,0.003,1500.0
0.003,200,1200,0.003,0.05,0.025,0.003,763.333725
0.004,200,900,0.003,0.05,0.025,0.004,591.831024
0.003,200,1000,0.003,0.0,0.04,0.003,704.117021
0.005,240,900,0.003,0.025,0.025,0.0025,796.038127
0.004,240,1200,0.004,0.0,0.02,0.002,776.883096
0.003,200,900,0.003,0.05,0.025,0.0,680.736507
0.003,180,900,0.003,0.0,0.02,0.003,978.860047
0.005,200,1000,0.004,0.05,0.04,0.0,542.734453
0.004,200,900,0.003,0.025,0.02,0.004,837.823875
0.003,240,1000,0.004,0.05,0.04,0.0,484.866698
0.005,200,1200,0.003,0.0,0.0,0.005,622.108313
0.004,180,1000,0.004,0.0,0.04,0.004,833.131729
0.004,180,1000,0.004,0.025,0.02,0.0,654.650392
0.005,240,1200,0.004,0.0,0.025,0.0,575.067085
0.004,240,900,0.003,0.0,0.04,0.0,571.091249
0.003,200,1000,0.0035,0.05,0.015,0.0,828.539987
0.004,200,1000,0.0035,0.025,0.02,0.004,740.031445
0.004,240,1000,0.004,0.05,0.0,0.0,510.678599
0.003,240,1000,0.003,0.0,0.0,0.003,487.434894
0.005,200,1000,0.0035,0.05,0.025,0.0,617.851317
0.005,240,900,0.0035,0.025,0.02,0.0,1354.351013
0.003,200,1000,0.0035,0.0,0.025,0.003,541.294079
0.004,240,900,0.003,0.025,0.015,0.002,859.059653
0.003,200,900,0.0035,0.0,0.025,0.0,608.900179
0.004,180,1000,0.0035,0.05,0.04,0.002,655.537612
0.004,240,1200,0.004,0.025,0.015,0.0,775.918557
0.005,200,1000,0.0035,0.025,0.02,0.0,1499.250561
0.004,200,1200,0.0035,0.025,0.02,0.004,1421.600829
0.003,240,900,0.0035,0.05,0.025,0.003,595.091605
0.004,240,900,0.0035,0.025,0.02,0.0,1405.25665
0.004,200,900,0.004,0.025,0.015,0.002,575.119886
0.003,240,900,0.0035,0.0,0.04,0.003,555.871978
0.005,180,900,0.0035,0.0,0.015,0.0025,630.349773
0.005,240,1000,0.004,0.05,0.015,0.0,550.358272
0.004,240,900,0.004,0.05,0.025,0.0,541.756061
0.003,240,1000,0.004,0.0,0.04,0.0,533.0633
0.004,180,1200,0.004,0.05,0.02,0.004,1299.632867
0.004,180,1200,0.0035,0.05,0.025,0.002,685.297676
0.005,180,1000,0.003,0.025,0.02,0.005,1263.937514
0.005,180,1000,0.004,0.0,0.0,0.0,552.578273
0.003,180,1200,0.0035,0.025,0.015,0.0015,576.585032
0.005,200,1200,0.004,0.05,0.04,0.0025,552.112513
0.005,180,1000,0.003,0.0,0.025,0.0025,701.920256
0.003,240,1200,0.003,0.0,0.025,0.0015,710.085569
0.005,200,1000,0.003,0.0,0.04,0.0025,600.316887
0.005,240,1000,0.004,0.0,0.04,0.0,510.506947
0.004,240,900,0.004,0.025,0.04,0.002,514.006593
0.003,200,1000,0.0035,0.05,0.02,0.0015,552.659626
0.005,180,900,0.004,0.0,0.015,0.0,594.115881
0.004,180,1000,0.004,0.05,0.04,0.0,550.683225
0.003,200,900,0.003,0.0,0.025,0.0015,680.413464
0.005,240,1200,0.0035,0.025,0.02,0.0,1500.0
0.004,240,1000,0.004,0.025,0.04,0.002,524.467608
0.004,240,900,0.004,0.0,0.015,0.004,542.664595
0.005,200,1200,0.0035,0.05,0.02,0.0,901.461441
0.005,180,1000,0.004,0.0,0.02,0.0,699.291007
0.005,200,900,0.004,0.025,0.02,0.0,1212.371147
0.005,180,1000,0.0035,0.025,0.0,0.0,609.290873
0.003,200,900,0.003,0.025,0.0,0.0015,573.018067
0.003,200,900,0.0035,0.0,0.04,0.0,528.709123
0.003,180,900,0.004,0.025,0.04,0.0,1258.50822
0.003,200,1200,0.0035,0.025,0.025,0.0,763.789393
0.003,180,1200,0.0035,0.025,0.015,0.0,576.585032
0.005,180,1200,0.0035,0.05,0.02,0.0025,726.404066
0.005,180,1000,0.004,0.0,0.0,0.0025,552.918766
0.003,180,1200,0.0035,0.0,0.025,0.0,1052.329124
0.005,200,900,0.004,0.0,0.015,0.005,575.532515
0.004,240,1200,0.003,0.0,0.015,0.002,727.888457
0.005,240,1200,0.0035,0.05,0.04,0.0025,562.078663
0.004,240,900,0.004,0.0,0.02,0.0,716.543307
0.005,240,1000,0.004,0.025,0.025,0.0,688.72658
0.003,180,1200,0.003,0.0,0.04,0.003,768.320277
0.003,240,900,0.004,0.025,0.0,0.0,507.51695
0.004,240,1000,0.003,0.0,0.015,0.004,689.756628
0.003,240,1000,0.0035,0.05,0.015,0.0,627.558175
0.005,180,900,0.0035,0.025,0.04,0.005,595.599676
0.005,180,1000,0.003,0.0,0.0,0.0025,621.189772
0.004,180,900,0.0035,0.0,0.015,0.004,885.791457
0.004,180,1200,0.004,0.0,0.02,0.002,1492.513006
0.004,240,1000,0.003,0.0,0.025,0.004,688.499404
0.004,200,1200,0.004,0.05,0.0,0.002,552.253986
0.004,200,1200,0.003,0.05,0.04,0.002,607.755052
0.003,180,1200,0.004,0.025,0.0,0.003,531.128481
0.004,200,1000,0.0035,0.025,0.02,0.0,842.058172
0.003,200,1000,0.003,0.0,0.02,0.0,710.075629
0.004,180,900,0.0035,0.0,0.015,0.0,893.184246
0.003,200,1000,0.003,0.05,0.02,0.0,568.171619
0.005,240,1200,0.004,0.025,0.0,0.0025,545.486137
0.003,200,900,0.004,0.05,0.025,0.0,696.336736
0.005,240,900,0.004,0.05,0.025,0.0,527.410827
0.004,240,900,0.004,0.025,0.0,0.002,514.906816
0.005,180,900,0.003,0.0,0.04,0.005,609.497432
0.003,200,1200,0.004,0.025,0.015,0.0,673.476928
0.004,180,1000,0.003,0.05,0.025,0.004,713.975922
0.005,240,1000,0.004,0.025,0.02,0.0,1262.390872
0.005,180,1200,0.0035,0.05,0.04,0.0,609.904208
0.005,200,1200,0.0035,0.025,0.04,0.0,604.017401
0.004,180,1200,0.003,0.0,0.04,0.004,557.01632
0.003,180,1000,0.0035,0.05,0.015,0.0,544.077297
0.004,200,1000,0.0035,0.0,0.025,0.002,702.947704
0.005,240,1000,0.003,0.025,0.015,0.0025,830.105667
0.003,240,1000,0.0035,0.0,0.025,0.0,892.825191
0.003,240,900,0.0035,0.0,0.0,0.0,557.435821
0.003,180,1000,0.0035,0.05,0.02,0.0,646.18065
0.004,180,1000,0.0035,0.05,0.015,0.004,569.51553
0.003,180,1000,0.003,0.025,0.04,0.0015,1500.0
0.004,240,1000,0.0035,0.0,0.025,0.002,621.246467
0.003,240,900,0.003,0.0,0.025,0.003,794.913597
0.004,200,900,0.003,0.0,0.04,0.002,632.967067
0.005,200,1200,0.004,0.0,0.0,0.005,551.456032
0.004,200,900,0.003,0.0,0.0,0.002,560.485879
0.005,200,900,0.0035,0.0,0.0,0.0025,558.123709
0.005,200,1200,0.004,0.05,0.02,0.0,739.586578
0.004,240,900,0.0035,0.0,0.0,0.004,531.031214
0.004,240,1200,0.003,0.025,0.02,0.004,1500.0
0.005,240,1000,0.0035,0.025,0.04,0.0025,554.506878
0.003,240,1000,0.003,0.0,0.0,0.0015,487.434894
0.004,240,1000,0.004,0.025,0.025,0.002,715.263079
0.003,180,1000,0.0035,0.05,0.0,0.0,561.43653
0.004,180,1000,0.003,0.0,0.02,0.004,1092.910697
0.005,180,1200,0.004,0.025,0.0,0.0,604.254799
0.005,240,1000,0.0035,0.05,0.015,0.0,603.508947
0.004,200,1000,0.004,0.0,0.0,0.0,565.541434
0.004,180,1200,0.004,0.05,0.04,0.004,569.341829
0.003,200,900,0.003,0.025,0.04,0.0,571.502447
0.003,180,900,0.004,0.025,0.025,0.0,722.201476
0.004,240,900,0.0035,0.0,0.015,0.004,598.438963
0.003,180,1000,0.004,0.05,0.04,0.0,583.121134
0.005,200,900,0.003,0.0,0.025,0.0,661.566108
0.005,200,900,0.0035,0.05,0.0,0.0025,557.775947
0.004,240,1200,0.004,0.025,0.025,0.002,770.34371
0.003,240,1000,0.003,0.0,0.015,0.0015,687.165812
0.003,240,900,0.003,0.05,0.015,0.0015,674.892832
0.003,200,1000,0.0035,0.0,0.04,0.0,643.50357
0.004,240,1000,0.003,0.0,0.0,0.0,581.274842
0.003,240,1000,0.0035,0.025,0.0,0.0,560.657978
0.004,240,1200,0.004,0.0,0.0,0.004,532.880855
0.004,200,1000,0.004,0.025,0.0,0.0,536.329231
0.003,180,900,0.003,0.025,0.0,0.003,579.646389
0.005,240,1200,0.004,0.0,0.015,0.005,583.770518
0.003,240,1000,0.0035,0.0,0.04,0.003,563.680125
0.005,200,1200,0.0035,0.025,0.04,0.005,604.017401
0.005,240,900,0.003,0.05,0.025,0.0,639.02896
0.004,240,1200,0.003,0.0,0.015,0.0,727.359161
0.003,180,1000,0.004,0.025,0.02,0.0015,753.934363
0.004,200,1200,0.0035,0.025,0.025,0.0,871.978088
0.003,240,1000,0.0035,0.0,0.0,0.003,565.399106
0.005,180,1200,0.0035,0.025,0.0,0.0025,627.813681
0.004,240,1000,0.0035,0.025,0.0,0.0,556.060794
0.003,240,900,0.003,0.0,0.015,0.003,805.678305
0.003,240,1000,0.003,0.025,0.02,0.0,718.591445
0.004,200,1200,0.004,0.0,0.025,0.0,622.833762
0.005,200,1200,0.004,0.0,0.04,0.0,552.112513
0.005,200,1000,0.004,0.025,0.04,0.005,562.272244
0.004,240,900,0.003,0.0,0.015,0.002,667.339233
0.005,180,1000,0.004,0.025,0.0,0.0,580.973973
0.003,200,1200,0.003,0.0,0.015,0.0015,1267.251236
0.004,180,1200,0.003,0.05,0.025,0.0,761.743985
0.004,200,1200,0.004,0.025,0.015,0.004,796.611362
0.003,180,900,0.0035,0.025,0.0,0.0015,539.620572
0.003,180,1200,0.004,0.025,0.015,0.0,818.246662
0.003,240,1200,0.004,0.05,0.015,0.003,607.59434
0.004,180,1200,0.0035,0.0,0.04,0.004,617.583456
0.005,240,1000,0.003,0.025,0.02,0.0,1500.0
0.005,180,900,0.0035,0.05,0.04,0.0,571.865465
0.005,180,1200,0.0035,0.025,0.025,0.0025,848.884951
0.004,180,900,0.004,0.0,0.02,0.0,807.244161
0.003,240,1000,0.0035,0.05,0.04,0.0,522.778041
0.003,200,900,0.004,0.0,0.015,0.0,558.966537
0.005,200,1200,0.003,0.0,0.04,0.0025,623.348407
0.005,240,1200,0.0035,0.025,0.025,0.0025,790.182977
